iter	RMSE
409	0.6640821656
410	0.6625908282
411	0.6612190284
412	0.6597350259
413	0.6583017107
414	0.656855415
415	0.6554943757
416	0.6540327849
417	0.6525724236
418	0.6511172039
419	0.6498778543
420	0.6484573173
421	0.6470651872
422	0.6458511582
423	0.6444268517
424	0.6429976841
425	0.6416709316
426	0.6402540382
427	0.6388385023
428	0.6374279812
429	0.6360184064
430	0.6346132096
431	0.6333168808
432	0.6319778865
433	0.6306116455
434	0.6295098239
435	0.628121469
436	0.6267464868
437	0.6253833928
438	0.6240136033
439	0.6228969664
440	0.6215800071
441	0.620323466
442	0.619141969
443	0.6177958007
444	0.6164503083
445	0.6151137466
446	0.6138827981
447	0.6126045646
448	0.6112937418
449	0.6101111008
450	0.6087956225
451	0.6075202223
452	0.606271058
453	0.6049686352
454	0.6036685768
455	0.6023753094
456	0.6011146402
457	0.5999009701
458	0.598629818
459	0.5973805508
460	0.5961924646
461	0.5949597157
462	0.5937229629
463	0.5924984356
464	0.5912833915
465	0.5900728209
466	0.5891122282
467	0.5878660132
468	0.5867030671
469	0.5854649226
470	0.5843033552
471	0.5830822284
472	0.5818564081
473	0.5806521453
474	0.5796283177
475	0.5784085958
476	0.5773802141
477	0.5761727748
478	0.5749680903
479	0.5737894734
480	0.5725902857
481	0.5715624924
482	0.5703824828
483	0.5691946518
484	0.5680342354
485	0.5669023383
486	0.5657307072
487	0.5645731393
488	0.5633945257
489	0.5622348009
490	0.5611408711
491	0.5599877941
492	0.5588349799
493	0.5577421108
494	0.5567463878
495	0.5556039662
496	0.5544631237
497	0.5533334871
498	0.5522007014
499	0.5511604643
500	0.5500365218
501	0.5489381975
502	0.5478266117
503	0.5467088818
504	0.5456053547
505	0.544501309
506	0.5434589669
507	0.5424628821
508	0.5413907096
509	0.5402983637
510	0.5392759325
511	0.5381923332
512	0.5371410071
513	0.5361299335
514	0.5350621514
515	0.533998386
516	0.5329044619
517	0.5319657794
518	0.5309124251
519	0.5298630453
520	0.5288176289
521	0.5278451044
522	0.5268012295
523	0.5258174394
524	0.5249460575
525	0.5239167531
526	0.5229791252
527	0.5219360348
528	0.5210655661
529	0.5200494453
530	0.5190508519
531	0.5180558711
532	0.5171203512
533	0.5161076126
534	0.5150869067
535	0.514110549
536	0.5131173615
537	0.5121180662
538	0.5111125575
539	0.510123928
540	0.5091251379
541	0.5081825456
542	0.5072061827
543	0.5062149591
544	0.5052383698
545	0.5042756554
546	0.5033166452
547	0.5023455688
548	0.5013854484
549	0.5004438359
550	0.4994977959
551	0.4985771332
552	0.4976329751
553	0.4966814616
554	0.4957556334
555	0.4949075326
556	0.4940585292
557	0.4931346379
558	0.4923246068
559	0.4914238889
560	0.4904925429
561	0.4895799381
562	0.4886589027
563	0.4877536159
564	0.4868381342
565	0.4859338324
566	0.4851530801
567	0.4842547332
568	0.4833474998
569	0.482446616
570	0.4815612523
571	0.4806669925
572	0.4797890372
573	0.4789151447
574	0.4780624553
575	0.4771772007
576	0.476306251
577	0.475427507
578	0.4746282886
579	0.4738988089
580	0.4730955283
581	0.4722062799
582	0.4713792442
583	0.4705183577
584	0.4696754543
585	0.4688181774
586	0.4680049418
587	0.4671667337
588	0.4663184603
589	0.4654277522
590	0.4646804896
591	0.4638366164
592	0.4629727881
593	0.4621554482
594	0.4613413675
595	0.4605252025
596	0.4596848351
597	0.4588717815
598	0.4580342083
599	0.4572462356
600	0.45641717
601	0.4555948259
602	0.454803603
603	0.4539982645
604	0.4532006029
605	0.4524164865
606	0.4516095738
607	0.4509205576
608	0.4502129393
609	0.4494461053
610	0.4486484969
611	0.4478851369
612	0.4472470134
613	0.446464731
614	0.4458566696
615	0.4450649343
616	0.4444077993
617	0.4436960161
618	0.4429773676
619	0.4422526811
620	0.4415067031
621	0.4407625698
622	0.4400750876
623	0.4394152075
624	0.4386876598
625	0.4379137887
626	0.4371586399
627	0.4364529118
628	0.4357084655
629	0.4350138529
630	0.434243624
631	0.4335110916
632	0.432847508
633	0.432109695
634	0.4313955177
635	0.4306699275
636	0.4299342781
637	0.4293631359
638	0.4286468597
639	0.4279674353
640	0.4274043683
641	0.4267052923
642	0.4259491822
643	0.4252058631
644	0.4244985972
645	0.4237771912
646	0.4230639108
647	0.4224292262
648	0.4217833594
649	0.4210764273
650	0.4203973015
651	0.419694115
652	0.419001794
653	0.4183168156
654	0.417662814
655	0.4169723053
656	0.4163186182
657	0.4156939454
658	0.414986525
659	0.4143200724
660	0.4136997838
661	0.4130138774
662	0.4123443719
663	0.4116889623
664	0.4110134471
665	0.4103273037
666	0.409682861
667	0.4090216122
668	0.4083824082
669	0.407718271
670	0.4071000904
671	0.4064390477
672	0.4058086916
673	0.4051762876
674	0.4045027383
675	0.4039950519
676	0.4033158948
677	0.4026314122
678	0.4020551037
679	0.4014383905
680	0.4008231737
681	0.400211509
682	0.3996251767
683	0.3990035502
684	0.3983655819
685	0.3977401603
686	0.397111943
687	0.3964873343
688	0.3958473077
689	0.3952024221
690	0.3946552838
691	0.394088127
692	0.3935579895
693	0.3929041242
694	0.3923435287
695	0.3917314829
696	0.3911055166
697	0.3904939155
698	0.3898830853
699	0.389300637
700	0.3887043551
701	0.3880893513
702	0.387512067
703	0.3869435607
704	0.3863774904
705	0.3857808097
706	0.3851962282
707	0.3846133349
708	0.3840847327
709	0.3836386069
710	0.3830177001
711	0.3824906685
712	0.3819178506
713	0.3814207521
714	0.3808746089
715	0.3802905835
716	0.3797706355
717	0.3792115328
718	0.3787067833
719	0.3781585562
720	0.3776139183
721	0.3771285988
722	0.3765671061
723	0.3760364619
724	0.3754860519
725	0.3749855507
726	0.3744506046
727	0.3739092179
728	0.3733334754
729	0.3727710383
730	0.372285486
731	0.3717695428
732	0.371220709
733	0.3707087183
734	0.3701604847
735	0.3695875415
736	0.3690601121
737	0.3685106286
738	0.3679567761
739	0.3674287363
740	0.3668987472
741	0.3663458572
742	0.3658364998
743	0.3653145384
744	0.3647994282
745	0.3642829742
746	0.3637674649
747	0.3632801863
748	0.3627414076
749	0.3622346834
750	0.3617104423
751	0.361199071
752	0.3607018934
753	0.3601521145
754	0.3596575557
755	0.3591522235
756	0.3586393826
757	0.3581365873
758	0.3576260379
759	0.3571072434
760	0.3566205924
761	0.3560916414
762	0.3556060923
763	0.3551459253
764	0.3546801967
765	0.3541822803
766	0.3537053263
767	0.3532480469
768	0.3527605061
769	0.3523102261
770	0.3518218718
771	0.3513092704
772	0.3508444293
773	0.3504012427
774	0.3499600451
775	0.3495516295
776	0.3490642847
777	0.3485885988
778	0.3481236239
779	0.3476387739
780	0.3471544754
781	0.3466747019
782	0.3462034479
783	0.345706655
784	0.3452627643
785	0.3448308374
786	0.3443608577
787	0.3438794771
788	0.3434544629
789	0.3430370789
790	0.3425759877
791	0.3420953058
792	0.3416382255
793	0.341250032
794	0.3408641871
795	0.340465645
796	0.340057889
797	0.3396152537
798	0.3392250194
799	0.3387981778
800	0.3383743671
801	0.3379420796
802	0.3374722341
803	0.3370265997
804	0.3366307516
805	0.3362067786
806	0.3357774792
807	0.3353794862
808	0.3349912302
809	0.3345775681
810	0.3341501116
811	0.333744041
812	0.3333386689
813	0.332905721
814	0.3325242762
815	0.3320694518
816	0.3316484612
817	0.3312736296
818	0.3308794001
819	0.3304297732
820	0.330001057
821	0.3296009517
822	0.3292373965
823	0.3288555635
824	0.328484867
825	0.3281172182
826	0.3277040868
827	0.3273181908
828	0.3268882988
829	0.3264893354
830	0.3260820759
831	0.3256955767
832	0.3252787113
833	0.3249224006
834	0.3245433851
835	0.3241347784
836	0.3237551133
837	0.3233632015
838	0.3229498151
839	0.3225519199
840	0.3221861094
841	0.3217996893
842	0.3214213903
843	0.3210393128
844	0.3206585099
845	0.3202525643
846	0.3198513668
847	0.3195123172
848	0.3191117555
849	0.3187275017
850	0.3183867749
851	0.3180589864
852	0.3176756765
853	0.3172684887
854	0.3168681887
855	0.3164689769
856	0.3160764608
857	0.3156866711
858	0.3153143503
859	0.3149572774
860	0.314600161
861	0.3142466337
862	0.3138972826
863	0.3135347026
864	0.31317258
865	0.3128533833
866	0.3124739497
867	0.3121286026
868	0.3117842345
869	0.3114740967
870	0.3111351965
871	0.3107731943
872	0.3104547488
873	0.3101950006
874	0.3098865809
875	0.3095526325
876	0.3092281545
877	0.3089005334
878	0.3085426266
879	0.3081912032
880	0.3078222515
881	0.3074560859
882	0.3071250306
883	0.3068073609
884	0.3065093691
885	0.3061875949
886	0.3058677397
887	0.3055441345
888	0.3052298379
889	0.304886912
890	0.3045521865
891	0.3042289884
892	0.3038692379
893	0.3035307442
894	0.3031936721
895	0.3028811211
896	0.3025894544
897	0.302244424
898	0.3019274064
899	0.3015719614
900	0.3012900212
901	0.3009970227
902	0.3006770764
903	0.300337172
904	0.3000129823
905	0.2996958078
906	0.299368263
907	0.2990505654
908	0.298747528
909	0.2984333099
910	0.2981312419
911	0.2978117903
912	0.2974690416
913	0.297163566
914	0.296869122
915	0.2965375406
916	0.2962493229
917	0.2959547857
918	0.295629418
919	0.2952997113
920	0.2949930127
921	0.2946665678
922	0.294408696
923	0.2941218014
924	0.2938509301
925	0.2935386388
926	0.2932757431
927	0.2929676301
928	0.2926911033
929	0.2923633152
930	0.2920574308
931	0.291769628
932	0.2915133624
933	0.2911929987
934	0.2909281914
935	0.2906329384
936	0.2903429475
937	0.2900331443
938	0.2897681874
939	0.2894779117
940	0.2891790758
941	0.2889047138
942	0.2886516897
943	0.2883766083
944	0.2881001767
945	0.2878206295
946	0.287554189
947	0.2872666272
948	0.2870151207
949	0.286726485
950	0.2864403149
951	0.2861510923
952	0.2859093761
953	0.2856147306
954	0.2853823702
955	0.2851304695
956	0.2848490522
957	0.2845814966
958	0.2842958318
959	0.2840138946
960	0.2837334762
961	0.2834511262
962	0.2831876551
963	0.2829279108
964	0.2826501045
965	0.2823829077
966	0.2821286053
967	0.2819072817
968	0.2816568638
969	0.2813778226
970	0.2811335865
971	0.2808826126
972	0.2806149419
973	0.2803373446
974	0.2800586693
975	0.2797918241
976	0.2795154206
977	0.2793026855
978	0.2790832017
979	0.2788154585
980	0.2785684302
981	0.2783035267
982	0.2780384179
983	0.277780694
984	0.2775143764
985	0.2772601358
986	0.2770094102
987	0.276762021
988	0.2765217595
989	0.2762984653
990	0.2760414412
991	0.2757933532
992	0.2755393922
993	0.2752844987
994	0.2750845965
995	0.2748546049
996	0.2746521752
997	0.2744072516
998	0.2741630597
999	0.2739021515
